index,Address,Category,City,Country,Latitude,Longitude,Name,Country2,City2,Query
0,Maipu 279,Fast Food Restaurant,Antofagasta,Chile,-23.647444434817817,-70.40068557731658,Pasteleria La Casa,Chile,Antofagasta,restaurant
0,San Martin #2326,Sushi Restaurant,Antofagasta,Chile,-23.649025953282965,-70.4003291309987,Majuyen,Chile,Antofagasta,restaurant
0,La Cañada,Seafood Restaurant,Antofagasta,Chile,-23.640807099236927,-70.39770226940011,Restaurant Aurorita,Chile,Antofagasta,restaurant
0,Maipu,Peruvian Restaurant,Antofagasta,Chile,-23.647576981928275,-70.40080023578231,Inkarri,Chile,Antofagasta,restaurant
0,Jorge Washington 2743,Chinese Restaurant,Antofagasta,Chile,-23.64532271178646,-70.39745780184919,Restaurant Rincon Oriental,Chile,Antofagasta,restaurant
0,Washington 2462,Gastropub,Antofagasta,Chile,-23.64721396333288,-70.39999786817536,Restaurant Antu,Chile,Antofagasta,restaurant
0,Iquique,Chinese Restaurant,Antofagasta,Chile,-23.633366412460507,-70.39378386050336,Mao-tan,Chile,Antofagasta,restaurant
0,Prat #752,Fried Chicken Joint,Antofagasta,Chile,-23.650028687749316,-70.39546839289571,Pollo Spiedo,Chile,Antofagasta,restaurant
0,Zenteno 21 local 236,Pizza Place,Antofagasta,Chile,-23.637988305861796,-70.39594888687134,Telepizza,Chile,Antofagasta,restaurant
0,"Sucre 671, Antofagasta, Región de Antofagasta",Peruvian Restaurant,Antofagasta,Chile,-23.649674386472384,-70.39427604606328,Gran Chimu,Chile,Antofagasta,restaurant
0,Almirante Latorre,BBQ Joint,,Chile,-23.64777315153522,-70.39711845752787,Bavaria,Chile,Antofagasta,restaurant
0,Manuel Antonio Matta 2660,Restaurant,Antofagasta,Chile,-23.649198750076895,-70.39520889036098,Restaurant Cuzco,Chile,Antofagasta,restaurant
0,Almirante Juan José Latorre 2404,Restaurant,Antofagasta,Chile,-23.649053102168253,-70.39876863834952,De Antaño,Chile,Antofagasta,restaurant
0,Salvador Allende #600,Fast Food Restaurant,Antofagasta,Chile,-23.62672634818498,-70.38852441347133,Empanadas Florencia,Chile,Antofagasta,restaurant
0,Condell 2644,Steakhouse,Antofagasta,Chile,-23.648529075724202,-70.39619123709099,Restaurant/Hotel El Arriero,Chile,Antofagasta,restaurant
0,Prat 637,Steakhouse,Antofagasta,Chile,-23.64905865907725,-70.39614474371908,Carnes Kar,Chile,Antofagasta,restaurant
0,Tte Ernesto Riquelme,Sandwich Place,Antofagasta,Chile,-23.646484179382902,-70.39254285573308,El Churrascón,Chile,Antofagasta,restaurant
0,Uribe,Fast Food Restaurant,Antofagasta,Chile,-23.649040396083315,-70.40116245951243,Pronto Copec,Chile,Antofagasta,restaurant
0,Balmaceda 2355,Pizza Place,Antofagasta,Chile,-23.64502965930388,-70.40321992589027,Pizza Hut,Chile,Antofagasta,restaurant
0,Capitán Arturo Prat Chacón 866,Fast Food Restaurant,Antofagasta,Chile,-23.650396267154274,-70.39503127690713,Don Pollo,Chile,Antofagasta,restaurant
0,,Restaurant,,Chile,-23.6444369029991,-70.40253675089455,Ciragan,Chile,Antofagasta,restaurant
0,Jorge Washington 2356,Restaurant,Antofagasta,Chile,-23.648175860349262,-70.40081916915035,El Horno De Barro,Chile,Antofagasta,restaurant
0,,Sandwich Place,,Chile,-23.638353113016286,-70.3941513368471,El Mamut's,Chile,Antofagasta,restaurant
0,Arturo Prat 474,Café,Antofagasta,Chile,-23.647643308802085,-70.3974872826647,Loft Cafe,Chile,Antofagasta,restaurant
0,Carlos Condell,Sandwich Place,Antofagasta,Chile,-23.649042287517247,-70.39715858461791,Burger,Chile,Antofagasta,restaurant
0,Latorre 2515,Restaurant,Antofagasta,Chile,-23.648559801792672,-70.3979787258524,Don Pollo Don Lomo,Chile,Antofagasta,restaurant
0,,Café,Antofagasta,Chile,-23.648124810163377,-70.39752516467271,Rombos Café,Chile,Antofagasta,restaurant
0,Latorre 2501,Chinese Restaurant,Antofagasta,Chile,-23.648611638890834,-70.39808204612456,La Ciudad Nueva,Chile,Antofagasta,restaurant
0,Balmaceda 2355,Café,Antofagasta,Chile,-23.645080241034922,-70.40323101253892,Le Coin,Chile,Antofagasta,restaurant
0,"Balmaceda 2355, Patio de Comidas",Sandwich Place,Antofagasta,Chile,-23.6450709789776,-70.40318092592837,Dominó Plaza Antofagasta,Chile,Antofagasta,restaurant
0,Balmaceda,Chinese Restaurant,Antofagasta,Chile,-23.646207223142763,-70.40054997276916,NAN KING,Chile,Antofagasta,restaurant
0,,Restaurant,,Chile,-23.64491832320194,-70.40276071018688,Restaurant Bariloche. Mall Plaza Antofagasta.,Chile,Antofagasta,restaurant
0,Washington 2430,Peruvian Restaurant,Antofagasta,Chile,-23.647608392886013,-70.40008504262207,Barandiaran,Chile,Antofagasta,restaurant
0,,American Restaurant,,Chile,-23.64405982483754,-70.39924235572045,Restaurant Club de Yates,Chile,Antofagasta,restaurant
0,Av. Balmaceda 2355,Food Court,Antofagasta,Chile,-23.644962065074264,-70.40312266765447,Tarragona,Chile,Antofagasta,restaurant
0,,Latin American Restaurant,,Chile,-23.649336587759713,-70.39750160026891,Restaurant Internacional Panda,Chile,Antofagasta,restaurant
0,,Sushi Restaurant,,Chile,-23.645335593483434,-70.39970147495238,Katsu Sushi,Chile,Antofagasta,restaurant
0,Capitán Arturo Prat Chacón 645,Café,Antofagasta,Chile,-23.649098417714246,-70.39615065252202,Raconto,Chile,Antofagasta,restaurant
0,,Food Court,Antofagasta,Chile,-23.645874,-70.394727,Antojitos,Chile,Antofagasta,restaurant
0,Llanquihue 3314,Bakery,Antofagasta,Chile,-23.641829542369642,-70.38744485875857,Pastelería Araucaria,Chile,Antofagasta,restaurant
0,,BBQ Joint,,Chile,-23.64935395241507,-70.40019546356159,La Palmera Restaurant,Chile,Antofagasta,restaurant
0,Manuel Antonio Matta 3038,Fast Food Restaurant,Antofagasta,Chile,-23.646550179995128,-70.3920111504972,Yasmin,Chile,Antofagasta,restaurant
0,Matta,Burger Joint,Antofagasta,Chile,-23.64658369004844,-70.39199519470226,Yasmín Fuente de Soda,Chile,Antofagasta,restaurant
